page_id,name,urlslug,id,align,eye,hair,sex,gsm,alive,appearances,first_appearance,year
42891,Flame (Plug-Uglies) ,\/Flame_(Plug-Uglies)_(Earth-616),Secret Identity,Bad,NA,Black Hair,Male,NA,Living Characters,1,Sep-93,1993
557941,Flare (Hellbent) ,\/Flare_(Hellbent)_(Earth-616),Secret Identity,NA,NA,Brown Hair,Male,NA,Living Characters,1,Sep-93,1993
101473,Foam (Emil) ,\/Foam_(Emil)_(Earth-616),Secret Identity,Bad,NA,Bald,Male,NA,Living Characters,1,Sep-93,1993
246417,Gabriel Gant ,\/Gabriel_Gant_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,May-93,1993
462215,Garrg ,\/Garrg_(Earth-616),Public Identity,Bad,Grey Eyes,Brown Hair,Male,NA,Living Characters,1,Sep-93,1993
566826,Geoff Monte ,\/Geoff_Monte_(Earth-616),Public Identity,Neutral,NA,Brown Hair,Male,NA,Living Characters,1,Oct-93,1993
545175,Georgi Luchkov ,\/Georgi_Luchkov_(Earth-616),Public Identity,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Aug-93,1993
462296,Giant of the Storm ,\/Giant_of_the_Storm_(Earth-616),Secret Identity,Bad,White Eyes,White Hair,Male,NA,Living Characters,1,Aug-93,1993
250699,Gina Palumbo ,\/Gina_Palumbo_(Earth-616),Public Identity,Bad,NA,Brown Hair,Female,NA,Living Characters,1,May-93,1993
335358,Girth (Lilin) ,\/Girth_(Lilin)_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,1,Dec-93,1993
461929,Glagg ,\/Glagg_(Earth-616),Public Identity,Bad,NA,Bald,Male,NA,Living Characters,1,Mar-93,1993
557942,Gnash ,\/Gnash_(Earth-616),Secret Identity,NA,NA,Bald,Male,NA,Living Characters,1,Jul-93,1993
755092,Graczia ,\/Graczia_(Earth-616),No Dual Identity,NA,NA,NA,Female,NA,Deceased Characters,1,Mar-93,1993
461457,Grim Guardian ,\/Grim_Guardian_(Earth-616),NA,Bad,Blue Eyes,Blond Hair,Male,NA,Living Characters,1,Jan-93,1993
498730,Gus Yaccarino ,\/Gus_Yaccarino_(Earth-616),NA,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Jun-93,1993
28506,Hardaway (Cyborg) ,\/Hardaway_(Cyborg)_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Oct-93,1993
127267,Harold Marks ,\/Harold_Marks_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,1,Jul-93,1993
506004,Harran ,\/Harran_(Earth-616),Public Identity,Good,Blue Eyes,NA,Male,NA,Living Characters,1,May-93,1993
300888,Harry Kenkoy ,\/Harry_Kenkoy_(Earth-616),NA,Bad,Brown Eyes,Black Hair,Male,NA,Deceased Characters,1,Aug-93,1993
28308,Harry Ronalds ,\/Harry_Ronalds_(Earth-616),NA,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,May-93,1993
504125,Hector (Rapidfire) ,\/Hector_(Rapidfire)_(Earth-616),Secret Identity,Bad,NA,Black Hair,Male,NA,Living Characters,1,Feb-93,1993
196215,Hector Sandrose ,\/Hector_Sandrose_(Earth-616),NA,Good,NA,NA,Male,NA,Living Characters,1,Jun-93,1993
316004,Holocaust ,\/Holocaust_(Earth-616),Secret Identity,Bad,Yellow Eyes,No Hair,Male,NA,Living Characters,1,Jan-93,1993
335364,Infinks (Lilin) ,\/Infinks_(Lilin)_(Earth-616),Secret Identity,Bad,NA,NA,NA,NA,Living Characters,1,Dec-93,1993
16512,Iris (Warpies) ,\/Iris_(Warpies)_(Earth-616),Secret Identity,Neutral,Blue Eyes,Brown Hair,Female,NA,Living Characters,1,Mar-93,1993
101783,James Spencer ,\/James_Spencer_(Earth-616),Public Identity,Good,NA,Black Hair,Male,NA,Living Characters,1,Jul-93,1993
289636,Kalen ,\/Kalen_(Earth-616),Public Identity,Good,Blue Eyes,Black Hair,Male,NA,Living Characters,1,May-93,1993
34162,Kao-Gotu Suru ,\/Kao-Gotu_Suru_(Earth-616),NA,Bad,NA,NA,NA,NA,Living Characters,1,Aug-93,1993
498749,Kenneth Sjolin ,\/Kenneth_Sjolin_(Earth-616),NA,NA,NA,NA,Male,NA,Deceased Characters,1,Jun-93,1993
62450,Killer Queen (Chess Set) ,\/Killer_Queen_(Chess_Set)_(Earth-616),Secret Identity,Bad,NA,White Hair,Female,NA,Living Characters,1,Jun-93,1993
238974,Killjoy ,\/Killjoy_(Earth-616),Secret Identity,Bad,NA,Black Hair,Male,NA,Living Characters,1,May-93,1993
62448,King Coal (Chess Set) ,\/King_Coal_(Chess_Set)_(Earth-616),Secret Identity,Bad,White Eyes,Bald,Male,NA,Living Characters,1,Jun-93,1993
26916,Kralor ,\/Kralor_(Earth-616),NA,NA,NA,NA,Male,NA,Living Characters,1,Dec-93,1993
29876,Kurt Geinstach ,\/Kurt_Geinstach_(Earth-616),Public Identity,NA,NA,NA,Male,NA,Deceased Characters,1,Dec-93,1993
387314,Len Arkwright ,\/Len_Arkwright_(Earth-616),Public Identity,Good,NA,Grey Hair,Male,NA,Living Characters,1,Oct-93,1993
455449,Lenore St. Croix ,\/Lenore_St._Croix_(Earth-616),Secret Identity,Good,Black Eyes,Black Hair,Female,NA,Deceased Characters,1,Oct-93,1993
16630,Lens (Warpies) ,\/Lens_(Warpies)_(Earth-616),Secret Identity,Neutral,NA,No Hair,Male,NA,Living Characters,1,Mar-93,1993
709654,Lisa Beckman ,\/Lisa_Beckman_(Earth-616),NA,NA,NA,NA,Female,NA,Living Characters,1,Sep-93,1993
30185,Louis Banque ,\/Louis_Banque_(Earth-616),NA,NA,Red Eyes,Brown Hair,Male,NA,Living Characters,1,Aug-93,1993
557943,Lowdown ,\/Lowdown_(Earth-616),Secret Identity,NA,White Eyes,Bald,Male,NA,Living Characters,1,Jul-93,1993
18754,Macross (Terminus) ,\/Macross_(Terminus)_(Earth-616),Secret Identity,Bad,Brown Eyes,Bald,Male,NA,Living Characters,1,Jun-93,1993
305206,Malvin Umbridge ,\/Malvin_Umbridge_(Earth-616),NA,Good,NA,Brown Hair,Male,NA,Living Characters,1,Oct-93,1993
501278,Manuel Torres ,\/Manuel_Torres_(Earth-616),Public Identity,Good,NA,Black Hair,Male,NA,Deceased Characters,1,May-93,1993
506154,Mara Arliss ,\/Mara_Arliss_(Earth-616),No Dual Identity,Good,Blue Eyes,Black Hair,Female,NA,Living Characters,1,Jan-93,1993
705659,Marcus Grantby-Fox ,\/Marcus_Grantby-Fox_(Earth-616),Public Identity,Bad,Brown Eyes,Grey Hair,Male,NA,Living Characters,1,Apr-93,1993
548315,Matthew Harsh ,\/Matthew_Harsh_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,1,Jun-93,1993
491878,Megataur ,\/Megataur_(Earth-616),Public Identity,Bad,Red Eyes,No Hair,Male,NA,Living Characters,1,Dec-93,1993
12059,Mister Miracle ,\/Mister_Miracle_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Apr-93,1993
19566,Mitchell Chambers,\/Mitchell_Chambers,NA,NA,NA,NA,Male,NA,Living Characters,1,Jun-93,1993
560518,Monstrosity ,\/Monstrosity_(Earth-616),Secret Identity,Bad,NA,No Hair,Male,NA,Living Characters,1,Oct-93,1993
75003,Mordechai Kovax ,\/Mordechai_Kovax_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,1,Jul-93,1993
557945,Murmur (Hellbent) ,\/Murmur_(Hellbent)_(Earth-616),Secret Identity,NA,NA,No Hair,Male,NA,Living Characters,1,May-93,1993
30095,Mutate 682 ,\/Mutate_682_(Earth-616),Secret Identity,Neutral,Red Eyes,Bald,Female,NA,Deceased Characters,1,Nov-93,1993
289074,Nautak ,\/Nautak_(Earth-616),Public Identity,Bad,NA,White Hair,Male,NA,Living Characters,1,Feb-93,1993
170487,Nick Malloy ,\/Nick_Malloy_(Earth-616),Secret Identity,Bad,NA,Blond Hair,Male,NA,Living Characters,1,Feb-93,1993
557921,Osaku ,\/Osaku_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,1,Aug-93,1993
62446,Over-Knight (Chess Set) ,\/Over-Knight_(Chess_Set)_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,1,Jun-93,1993
30710,Percy van Norton ,\/Percy_van_Norton_(Earth-616),Secret Identity,Bad,NA,Black Hair,Male,NA,Living Characters,1,May-93,1993
529326,Phil Donahue ,\/Phil_Donahue_(Earth-616),Public Identity,Neutral,NA,White Hair,Male,NA,Living Characters,1,Nov-93,1993
16891,Prune (Warpies) ,\/Prune_(Warpies)_(Earth-616),Secret Identity,Good,NA,Bald,Male,NA,Living Characters,1,May-93,1993
560550,Raksasa ,\/Raksasa_(Earth-616),Secret Identity,Bad,Red Eyes,No Hair,Male,NA,Living Characters,1,May-93,1993
45060,Randall Macklin ,\/Randall_Macklin_(Earth-616),Secret Identity,Neutral,NA,NA,Male,NA,Living Characters,1,Jan-93,1993
55962,Reggie Bitters ,\/Reggie_Bitters_(Earth-616),NA,NA,NA,NA,Male,NA,Living Characters,1,Jul-93,1993
566828,Rhonda Monte ,\/Rhonda_Monte_(Earth-616),Public Identity,Neutral,Blue Eyes,Brown Hair,Female,NA,Living Characters,1,Oct-93,1993
501276,Rico Lazar ,\/Rico_Lazar_(Earth-616),Public Identity,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,1,May-93,1993
560623,Rigor Mortis ,\/Rigor_Mortis_(Earth-616),Secret Identity,Bad,NA,Black Hair,Male,NA,Living Characters,1,Sep-93,1993
62445,Robert Brasman ,\/Robert_Brasman_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,1,Jun-93,1993
498737,Robert Nazario ,\/Robert_Nazario_(Earth-616),NA,NA,NA,Black Hair,Male,NA,Deceased Characters,1,Jun-93,1993
28321,Robin Ronalds ,\/Robin_Ronalds_(Earth-616),NA,Bad,Blue Eyes,Brown Hair,Female,NA,Living Characters,1,May-93,1993
552527,Sam Yurimoto ,\/Sam_Yurimoto_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,1,May-93,1993
20968,Sammael ,\/Sammael_(Earth-616),Secret Identity,Bad,NA,No Hair,Male,NA,Living Characters,1,Oct-93,1993
658857,Samson Rourke ,\/Samson_Rourke_(Earth-616),Public Identity,NA,NA,NA,NA,NA,Living Characters,1,May-93,1993
692048,Sara Harrington ,\/Sara_Harrington_(Earth-616),Public Identity,NA,Blue Eyes,Red Hair,Female,NA,Living Characters,1,Aug-93,1993
16926,Scan ,\/Scan_(Earth-616),Secret Identity,Neutral,NA,No Hair,Male,NA,Living Characters,1,Mar-93,1993
16966,Scope (Warpies) ,\/Scope_(Warpies)_(Earth-616),Secret Identity,Neutral,Orange Eyes,No Hair,Male,NA,Living Characters,1,Mar-93,1993
705833,Serene Miami ,\/Serene_Miami_(Earth-616),Secret Identity,Neutral,NA,NA,Female,NA,Living Characters,1,Jun-93,1993
554822,Skitter ,\/Skitter_(Earth-616),Secret Identity,Good,NA,Black Hair,Female,NA,Living Characters,1,Aug-93,1993
335361,Skitter (Lilin) ,\/Skitter_(Lilin)_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,1,Dec-93,1993
462288,Skulveig ,\/Skulveig_(Earth-616),Public Identity,Bad,NA,Bald,Male,NA,Living Characters,1,Aug-93,1993
16996,Sonar (Warpies) ,\/Sonar_(Warpies)_(Earth-616),Secret Identity,Neutral,NA,Brown Hair,Male,NA,Living Characters,1,Mar-93,1993
93562,Sophie Grimm ,\/Sophie_Grimm_(Earth-616),NA,Neutral,NA,NA,Female,NA,Deceased Characters,1,Jul-93,1993
335385,Spitfire (Lilin) ,\/Spitfire_(Lilin)_(Earth-616),Secret Identity,Bad,NA,NA,NA,NA,Living Characters,1,Dec-93,1993
308691,Succubus (Nightmare) ,\/Succubus_(Nightmare)_(Earth-616),Secret Identity,Bad,Green Eyes,NA,Female,NA,Living Characters,1,Apr-93,1993
499167,Tailspin (Hellbent) ,\/Tailspin_(Hellbent)_(Earth-616),NA,Bad,NA,Bald,Male,NA,Living Characters,1,Jul-93,1993
19332,Tessa (Vampire) ,\/Tessa_(Vampire)_(Earth-616),Secret Identity,NA,Red Eyes,Black Hair,Female,NA,Living Characters,1,Jul-93,1993
555499,Timothy Chambers ,\/Timothy_Chambers_(Earth-616),Public Identity,Neutral,NA,White Hair,Male,NA,Deceased Characters,1,Oct-93,1993
556382,Triplex ,\/Triplex_(Earth-616),NA,Bad,NA,NA,NA,NA,Living Characters,1,Jul-93,1993
498722,Tristram Oberbeck ,\/Tristram_Oberbeck_(Earth-616),NA,NA,NA,No Hair,Male,NA,Living Characters,1,Jun-93,1993
282868,Uchio Tanaka ,\/Uchio_Tanaka_(Earth-616),Secret Identity,Neutral,Black Eyes,Bald,NA,NA,Living Characters,1,Dec-93,1993
19225,Victor Pei ,\/Victor_Pei_(Earth-616),Public Identity,NA,NA,NA,Male,NA,Living Characters,1,Apr-93,1993
705835,Wadlow ,\/Wadlow_(Earth-616),Secret Identity,Neutral,NA,NA,Male,NA,Living Characters,1,Apr-93,1993
511185,Wanderer (Government Agent) ,\/Wanderer_(Government_Agent)_(Earth-616),Secret Identity,Bad,Brown Eyes,Black Hair,Male,NA,Living Characters,1,Sep-93,1993
46756,Wandor ,\/Wandor_(Earth-616),NA,Bad,NA,NA,NA,NA,Living Characters,1,Jan-93,1993
84746,Weapon Y ,\/Weapon_Y_(Earth-616),Secret Identity,Bad,NA,Blond Hair,Male,NA,Living Characters,1,May-93,1993
21771,Whisperer (Demon) ,\/Whisperer_(Demon)_(Earth-616),Secret Identity,Bad,Green Eyes,No Hair,NA,NA,Living Characters,1,Sep-93,1993
528983,Wilhelm Schultz ,\/Wilhelm_Schultz_(Earth-616),No Dual Identity,Bad,NA,White Hair,Male,NA,Deceased Characters,1,Feb-93,1993
498751,William Williams ,\/William_Williams_(Earth-616),NA,NA,NA,Black Hair,Male,NA,Living Characters,1,Jun-93,1993
69914,Wire ,\/Wire_(Earth-616),Secret Identity,Good,Red Eyes,White Hair,Male,NA,Living Characters,1,May-93,1993
560960,Wish-Demon ,\/Wish-Demon_(Earth-616),Secret Identity,Bad,Yellow Eyes,Black Hair,NA,NA,Living Characters,1,May-93,1993
288914,Xiomara ,\/Xiomara_(Earth-616),No Dual Identity,Neutral,NA,Red Hair,Female,NA,Living Characters,1,Feb-93,1993
477628,Zath ,\/Zath_(Earth-616),NA,Bad,NA,NA,NA,NA,Living Characters,1,Mar-93,1993
116257,107 ,\/107_(Earth-616),Secret Identity,Neutral,Green Eyes,NA,Male,NA,Living Characters,1,Nov-94,1994
116253,14 ,\/14_(Earth-616),Secret Identity,Bad,NA,NA,Female,NA,Living Characters,1,Nov-94,1994
116255,99 ,\/99_(Earth-616),Secret Identity,Neutral,Blue Eyes,NA,Male,NA,Living Characters,1,Nov-94,1994
37008,Alan Desmond ,\/Alan_Desmond_(Earth-616),NA,NA,Brown Eyes,Brown Hair,Male,NA,Living Characters,1,Jul-94,1994
18684,Amelia Voelker ,\/Amelia_Voelker_(Earth-616),No Dual Identity,Neutral,Brown Eyes,Brown Hair,Female,NA,Living Characters,1,Feb-94,1994
121695,Ampere (Circle of Pavane) ,\/Ampere_(Circle_of_Pavane)_(Earth-616),Secret Identity,Bad,Brown Eyes,Brown Hair,Male,NA,Living Characters,1,Aug-94,1994
255378,Amy Conklin ,\/Amy_Conklin_(Earth-616),NA,Good,NA,NA,Female,NA,Living Characters,1,Oct-94,1994
731335,Anabolicus ,\/Anabolicus_(Earth-616),Secret Identity,Neutral,NA,Black Hair,Male,NA,Living Characters,1,Jan-94,1994
16225,Arc (Hellbent) ,\/Arc_(Hellbent)_(Earth-616),NA,NA,NA,Grey Hair,Male,NA,Living Characters,1,Jan-94,1994
387376,Armada (Android) ,\/Armada_(Android)_(Earth-616),NA,NA,NA,NA,NA,NA,Living Characters,1,Nov-94,1994
394116,Attumacht ,\/Attumacht_(Earth-616),NA,Bad,NA,Black Hair,Male,NA,Living Characters,1,Jun-94,1994
83894,Barrett Gage ,\/Barrett_Gage_(Earth-616),NA,Bad,NA,Red Hair,Male,NA,Living Characters,1,Apr-94,1994
418011,Bass (Hellbent) ,\/Bass_(Hellbent)_(Earth-616),NA,NA,NA,NA,Male,NA,Living Characters,1,Jan-94,1994
635468,Battlescar ,\/Battlescar_(Earth-616),NA,Bad,NA,Black Hair,Male,NA,Living Characters,1,Mar-94,1994
419548,Beatrice Conners ,\/Beatrice_Conners_(Earth-616),No Dual Identity,NA,Blue Eyes,Grey Hair,Female,NA,Living Characters,1,May-94,1994
422511,Belle (Hellbent) ,\/Belle_(Hellbent)_(Earth-616),NA,NA,NA,Black Hair,Female,NA,Living Characters,1,Jan-94,1994
44742,Benazir Kaur ,\/Benazir_Kaur_(Earth-616),NA,Bad,Blue Eyes,Black Hair,Female,NA,Living Characters,1,Oct-94,1994
16288,Bond ,\/Bond_(Earth-616),Secret Identity,Bad,NA,Black Hair,Male,NA,Living Characters,1,Dec-94,1994
462486,Borgeddon ,\/Borgeddon_(Earth-616),Public Identity,Bad,Red Eyes,Bald,NA,NA,Living Characters,1,Jan-94,1994
79468,Brawler (Children of Pavane) ,\/Brawler_(Children_of_Pavane)_(Earth-616),Secret Identity,Bad,NA,Black Hair,Male,NA,Living Characters,1,Aug-94,1994
30020,Brick (Phalanx) ,\/Brick_(Phalanx)_(Earth-616),NA,NA,NA,NA,NA,NA,Living Characters,1,Oct-94,1994
91648,Carl Kerridge ,\/Carl_Kerridge_(Earth-616),NA,Bad,NA,White Hair,Male,NA,Living Characters,1,Jul-94,1994
252240,Carl Washington ,\/Carl_Washington_(Earth-616),NA,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Aug-94,1994
706823,Carmenio ,\/Carmenio_(Earth-616),Public Identity,Bad,Brown Eyes,Black Hair,Male,NA,Living Characters,1,Feb-94,1994
83216,Catherine Deshayes ,\/Catherine_Deshayes_(Earth-616),NA,NA,NA,NA,Female,NA,Living Characters,1,Nov-94,1994
346228,Charles Grey ,\/Charles_Grey_(Earth-616),Public Identity,Bad,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,1,Jan-94,1994
557948,Crackdown (Hellbent) ,\/Crackdown_(Hellbent)_(Earth-616),Secret Identity,NA,NA,Bald,Male,NA,Living Characters,1,Jan-94,1994
467086,Daniel Walker ,\/Daniel_Walker_(Earth-616),Public Identity,Good,NA,Black Hair,Male,NA,Living Characters,1,Jun-94,1994
29842,Dantella ,\/Dantella_(Earth-616),No Dual Identity,Neutral,NA,Blond Hair,Female,NA,Living Characters,1,Jun-94,1994
491889,Darg ,\/Darg_(Earth-616),Public Identity,Bad,Red Eyes,No Hair,Male,NA,Living Characters,1,Feb-94,1994
640855,Daze (Fold) ,\/Daze_(Fold)_(Earth-616),Public Identity,Bad,Green Eyes,Black Hair,Male,NA,Living Characters,1,Jun-94,1994
505988,Deathcharge ,\/Deathcharge_(Earth-616),Secret Identity,Bad,Blue Eyes,Black Hair,Male,NA,Living Characters,1,Jul-94,1994
560198,Doggerel ,\/Doggerel_(Earth-616),NA,Bad,Red Eyes,No Hair,Male,NA,Living Characters,1,Dec-94,1994
282432,Douglas Hutchinson ,\/Douglas_Hutchinson_(Earth-616),Secret Identity,NA,NA,Brown Hair,Male,NA,Living Characters,1,Mar-94,1994
725246,Duntumbla ,\/Duntumbla_(Earth-616),No Dual Identity,Neutral,NA,Brown Hair,NA,NA,Living Characters,1,May-94,1994
30021,Dymphna ,\/Dymphna_(Earth-616),NA,NA,NA,NA,Female,NA,Living Characters,1,Oct-94,1994
46365,Egon ,\/Egon_(Earth-616),NA,NA,NA,NA,Male,NA,Deceased Characters,1,Sep-94,1994
171434,Elijah Jackson ,\/Elijah_Jackson_(Earth-616),Public Identity,Good,Black Eyes,White Hair,Male,NA,Living Characters,1,Feb-94,1994
249020,Emeneya Nkrumah ,\/Emeneya_Nkrumah_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Mar-94,1994
636334,Enos Warwick ,\/Enos_Warwick_(Earth-616),Public Identity,NA,Brown Eyes,Brown Hair,Male,NA,Living Characters,1,Apr-94,1994
557919,Enteki II (Snakeroot) ,\/Enteki_II_(Snakeroot)_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Jan-94,1994
258384,Equius ,\/Equius_(Earth-616),Secret Identity,Bad,NA,Grey Hair,Male,NA,Deceased Characters,1,Jun-94,1994
30357,Eric Wagner ,\/Eric_Wagner_(Earth-616),Public Identity,NA,NA,NA,Male,NA,Living Characters,1,May-94,1994
505741,Ernest Shackleton ,\/Ernest_Shackleton_(Earth-616),Public Identity,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,1,Jul-94,1994
18519,Ervil Allred ,\/Ervil_Allred_(Earth-616),Public Identity,Bad,NA,NA,Male,NA,Living Characters,1,Aug-94,1994
560204,Exile (Demon) ,\/Exile_(Demon)_(Earth-616),Secret Identity,Bad,Red Eyes,NA,Male,NA,Living Characters,1,Dec-94,1994
725178,Figillulli ,\/Figillulli_(Earth-616),No Dual Identity,Neutral,NA,No Hair,NA,NA,Living Characters,1,May-94,1994
89201,Flashburn ,\/Flashburn_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,1,Nov-94,1994
725174,Fooferah ,\/Fooferah_(Earth-616),Public Identity,Bad,NA,Brown Hair,Male,NA,Living Characters,1,May-94,1994
30350,Foundry (Blood) ,\/Foundry_(Blood)_(Earth-616),Secret Identity,Good,NA,White Hair,Female,NA,Living Characters,1,Jan-94,1994
636410,Frank Cortese ,\/Frank_Cortese_(Earth-616),Public Identity,Bad,NA,Black Hair,Male,NA,Living Characters,1,Apr-94,1994
725514,Gabriel Mason ,\/Gabriel_Mason_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Aug-94,1994
78023,Gale (Institute) ,\/Gale_(Institute)_(Earth-616),Secret Identity,Bad,NA,Black Hair,Female,NA,Living Characters,1,Jun-94,1994
300304,Gayle Cord-Becker ,\/Gayle_Cord-Becker_(Earth-616),NA,Good,Blue Eyes,Brown Hair,Female,NA,Deceased Characters,1,Sep-94,1994
16957,Grace Lavreaux ,\/Grace_Lavreaux_(Earth-616),Secret Identity,NA,NA,White Hair,Female,NA,Living Characters,1,Aug-94,1994
300622,Gregor (Phalanx) ,\/Gregor_(Phalanx)_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Oct-94,1994
725172,Gzoom ,\/Gzoom_(Earth-616),Public Identity,Neutral,NA,No Hair,Male,NA,Living Characters,1,May-94,1994
29131,H. Schwandt ,\/H._Schwandt_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Jun-94,1994
710908,Heimdall (Earth-941066),\/Heimdall_(Earth-941066),Secret Identity,Good,NA,Brown Hair,Male,NA,Living Characters,1,Oct-94,1994
469216,Hoarfen ,\/Hoarfen_(Earth-616),Secret Identity,Bad,White Eyes,No Hair,Male,NA,Living Characters,1,Oct-94,1994
725181,Huyenneyuh ,\/Huyenneyuh_(Earth-616),No Dual Identity,Neutral,NA,Brown Hair,Male,NA,Living Characters,1,May-94,1994
692313,Jaime Munoz ,\/Jaime_Munoz_(Earth-616),Public Identity,NA,NA,NA,Male,NA,Living Characters,1,Apr-94,1994
554865,Janet Sorenson ,\/Janet_Sorenson_(Earth-616),Public Identity,Good,Black Eyes,Black Hair,Female,NA,Living Characters,1,Feb-94,1994
550178,Janissary ,\/Janissary_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Jul-94,1994
18365,Jonathan Brace ,\/Jonathan_Brace_(Earth-616),NA,Bad,NA,Bald,Male,NA,Living Characters,1,Aug-94,1994
728630,Karrg ,\/Karrg_(Earth-616),Secret Identity,Neutral,NA,No Hair,NA,NA,Living Characters,1,Dec-94,1994
286796,Kay Glayvor ,\/Kay_Glayvor_(Earth-616),Secret Identity,Good,NA,Blond Hair,Male,NA,Living Characters,1,Jan-94,1994
116759,Kenny Brown ,\/Kenny_Brown_(Earth-616),Public Identity,NA,NA,NA,Male,NA,Living Characters,1,Aug-94,1994
697180,Kill-O-Byte ,\/Kill-O-Byte_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,1,Mar-94,1994
248759,Knut Caine ,\/Knut_Caine_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Dec-94,1994
748322,Lamia (Vampire) ,\/Lamia_(Vampire)_(Earth-616),Secret Identity,Bad,NA,Grey Hair,Female,NA,Living Characters,1,Dec-94,1994
46364,Larissa ,\/Larissa_(Earth-616),NA,Bad,NA,NA,Female,NA,Deceased Characters,1,Sep-94,1994
557954,Lava ,\/Lava_(Earth-616),Secret Identity,NA,NA,No Hair,Male,NA,Living Characters,1,Jan-94,1994
106250,Lawrence McKenzie ,\/Lawrence_McKenzie_(Earth-616),Public Identity,Bad,Blue Eyes,Black Hair,Male,NA,Living Characters,1,Dec-94,1994
725515,Lee Gibbons ,\/Lee_Gibbons_(Earth-616),NA,Bad,NA,Red Hair,Male,NA,Living Characters,1,Aug-94,1994
29150,M. Camden ,\/M._Camden_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Jun-94,1994
29884,Malakii ,\/Malakii_(Earth-616),Public Identity,NA,NA,Black Hair,Male,NA,Living Characters,1,Jun-94,1994
557902,Marty Delarosa ,\/Marty_Delarosa_(Earth-616),Public Identity,Good,NA,Brown Hair,Male,NA,Deceased Characters,1,Feb-94,1994
235966,Matt Ballors ,\/Matt_Ballors_(Earth-616),Public Identity,NA,NA,Black Hair,Male,NA,Living Characters,1,Jun-94,1994
531564,Maurice Grauline ,\/Maurice_Grauline_(Earth-616),Public Identity,Bad,NA,Brown Hair,Male,NA,Living Characters,1,Feb-94,1994
93356,Max Belmonde ,\/Max_Belmonde_(Earth-616),NA,Good,NA,NA,Male,NA,Living Characters,1,Apr-94,1994
171632,Meridian ,\/Meridian_(Earth-616),Secret Identity,Good,NA,Blond Hair,NA,NA,Living Characters,1,Mar-94,1994
725177,Miximixim ,\/Miximixim_(Earth-616),Public Identity,Neutral,Yellow Eyes,Black Hair,NA,NA,Living Characters,1,May-94,1994
46366,Nkotha ,\/Nkotha_(Earth-616),NA,NA,NA,NA,Male,NA,Deceased Characters,1,Sep-94,1994
462485,Olik ,\/Olik_(Earth-616),Public Identity,Bad,NA,Brown Hair,Male,NA,Living Characters,1,Jan-94,1994
339922,Paragon (A.I.M.) ,\/Paragon_(A.I.M.)_(Earth-616),NA,NA,NA,NA,Male,NA,Living Characters,1,Apr-94,1994
255379,Paul Conklin Jr. ,\/Paul_Conklin_Jr._(Earth-616),NA,Good,NA,NA,Male,NA,Living Characters,1,Oct-94,1994
79466,Pavane (Male) ,\/Pavane_(Male)_(Earth-616),Secret Identity,Bad,NA,Brown Hair,Male,NA,Living Characters,1,Aug-94,1994
746429,Peacekeeper (Joshua) ,\/Peacekeeper_(Joshua)_(Earth-616),Secret Identity,Good,NA,Black Hair,Male,NA,Living Characters,1,Oct-94,1994
16095,Raphael Suarez ,\/Raphael_Suarez_(Earth-616),NA,Good,NA,Brown Hair,Male,NA,Living Characters,1,Jun-94,1994
748203,Raving Beauty ,\/Raving_Beauty_(Earth-616),Secret Identity,Neutral,NA,Blond Hair,Female,NA,Living Characters,1,Nov-94,1994
16668,Reeva Payge ,\/Reeva_Payge_(Earth-616),Secret Identity,Bad,Blue Eyes,Blond Hair,Female,NA,Living Characters,1,Oct-94,1994
255377,Roberto Ruiz ,\/Roberto_Ruiz_(Earth-616),NA,Good,NA,Black Hair,Male,NA,Living Characters,1,Oct-94,1994
