EntryID,LemmaID,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreqZ(native),SignFrequency(N-Native),PercentUnknown(Native),GlossConfirmation,PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),SubtLexUSLog10WF,LexicalClass,Compound,Initialized,FingerspelledLoanSign,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),SignType,MajorLocation,MinorLocation,SelectedFingers,Flexion,Movement,MinimalNeighborhoodDensity,MaximalNeighborhoodDensity,Parameter-BasedNeighborhoodDensity,SignTypeFrequency,MajorLocationFrequency,MinorLocationFrequency,SelectedFingersFrequency,FlexionFrequency,MovementFrequency,HandshapeFrequency,,Batch,Item,List,Repeat.1
expensive,expensive,5,1.313,0.373632172,30,0.00%,5.333,1.188,0.483107482,18,0.00%,0,,,2.433,1.921,-0.226,30,3.154,Adjective,0,0,0,400.4,1034.37,633.97,2002,AsymmetricalDifferentHandshape,Hand,Palm,imrp,4,Other,629,11,0,178,216,91,455,52,46,30,,C,64,1,0
experience,experience,4.8,1.607,0.105488683,25,0.00%,4.357,1.447,-0.185022097,14,0.00%,1,96.00%,92.86%,1.233,2.045,-0.737,30,3.49,Noun,0,0,0,400.4,867.53,467.13,1601.6,OneHanded,Head,CheekNose,imrp,1,BackAndForth,925,75,13,388,300,45,455,487,354,192,,B,64,2,0
explanation,explanation,5.967,1.033,0.930889734,30,0.00%,6.222,0.943,0.961935461,18,0.00%,0,,,1.852,2.025,-0.461,27,3.01,Noun,0,0,0,600.6,1101.1,500.5,2736.07,SymmetricalOrAlternating,Neutral,Neutral,i,6,BackAndForth,768,28,7,332,349,345,265,74,354,42,,C,53,2,0
eyeglasses,eyeglasses,3.905,1.221,-0.140622383,21,0.00%,3.583,1.165,-0.282386192,12,0.00%,0,,,6.487,2.048,1.668,39,1.544,Noun,0,0,0,367.03,900.9,533.87,1001,SymmetricalOrAlternating,Head,Eye,i,2,BackAndForth,816,18,8,332,300,61,265,76,354,39,,A,12,1,1
eyes,eyes,4.967,1.52,0.360144866,30,0.00%,5.389,1.335,0.481840339,18,0.00%,1,100.00%,100.00%,6.833,1.921,2.082,30,3.756,Noun,0,0,0,1101.1,1801.8,700.7,2669.34,OneHanded,Head,Eye,i,1,Curved,807,57,4,388,300,61,265,487,125,134,,C,62,1,0
fall_1,fall_1,4.68,1.574,0.041783885,25,0.00%,4.714,1.437,0.060153098,14,0.00%,0,,,1.3,1.948,-0.761,30,3.781,Noun,0,0,0,567.23,900.9,333.67,1935.27,AsymmetricalDifferentHandshape,Arm,ForearmUlnar,imrp,1,BackAndForth,879,12,3,178,27,12,455,487,354,192,,B,74,3,0
fall_2,fall_2,3.733,1.285,-0.333698656,30,0.00%,3.944,1.259,-0.334115029,18,0.00%,0,,,3.2,2.075,0.096,35,3.781,Verb,0,0,0,433.77,834.17,400.4,1935.27,OneHanded,Neutral,Neutral,im,1,Curved,858,17,2,388,349,345,129,487,125,66,,C,7,3,0
family,family,5.967,1.189,0.946359572,30,0.00%,6.167,1.043,0.952278742,18,0.00%,0,,,2,1.921,-0.444,30,4.257,Noun,0,1,0,533.87,1001,467.13,1935.27,SymmetricalOrAlternating,Neutral,Neutral,i,6,Curved,681,13,2,332,349,345,265,74,125,42,,C,25,1,0
far,far,4.115,1.243,-0.004794768,26,0.00%,4.188,1.276,-0.000330913,16,0.00%,0,,,3.625,2.009,0.28,24,4.052,Adverb,0,0,0,667.33,1234.57,567.23,2736.07,AsymmetricalSameHandshape,Hand,FingerBack,imrp,7,Curved,644,10,1,78,216,21,455,82,125,72,,D,7,3,0
farm,farm,3.625,1.408,-0.634886428,24,4.00%,3.846,1.214,-0.468871316,13,7.14%,0,,,1.037,2.016,-0.89,27,3.186,Noun,0,0,0,533.87,1001,467.13,1701.7,OneHanded,Head,Chin,thumb,3,BackAndForth,727,9,0,388,300,63,54,88,354,5,,B,86,1,0
fast,fast,5.034,1.426,0.393839994,29,0.00%,5.412,1.372,0.498202543,17,0.00%,0,,,1.361,2.075,-0.762,36,3.846,Adverb,0,0,0,300.3,667.33,367.03,1568.24,SymmetricalOrAlternating,Neutral,Neutral,i,1,Straight,840,41,10,332,349,345,265,487,177,134,,C,16,3,0
fat,fat,4.133,1.456,-0.104282169,30,0.00%,4.278,1.32,-0.134542367,18,0.00%,0,,,6.3,1.921,1.794,30,3.608,Adjective,0,0,0,333.67,867.53,533.87,1668.34,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,Curved,867,78,9,332,349,345,455,487,125,192,,C,11,1,0
father,father,6.36,0.86,1.081430561,25,0.00%,6.214,0.975,0.923411257,14,0.00%,0,,,1.259,2.016,-0.775,27,4.452,Noun,0,0,0,600.6,867.53,266.93,1468.14,OneHanded,Head,Forehead,imrp,1,BackAndForth,925,75,13,388,300,26,455,487,354,192,,B,77,1,0
faucet,faucet,2.577,1.474,-0.884329185,26,3.70%,2.667,1.496,-0.819770323,15,6.25%,1,88.46%,86.67%,3.838,2.025,0.386,37,1.869,Noun,0,0,0,600.6,1434.77,834.17,1835.17,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,BackAndForth,779,85,8,332,349,345,455,108,354,89,,D,65,1,0
fault,fault,4.8,1.424,0.250035469,30,0.00%,4.833,1.249,0.149666109,18,0.00%,0,,,2.567,1.921,-0.148,30,3.725,Noun,0,0,0,467.13,967.63,500.5,2168.84,OneHanded,Body,Shoulder,imrp,4,Curved,751,9,0,388,100,8,455,52,125,30,,C,51,1,0
favorite,favorite,5.48,1.122,0.479730127,25,0.00%,5.571,1.158,0.512739653,14,0.00%,1,64.00%,50.00%,1.633,1.821,-0.965,30,3.482,Noun,0,0,0,567.23,834.17,266.93,1568.24,OneHanded,Head,Chin,m,3,BackAndForth,714,8,1,388,300,63,30,88,354,23,,B,24,1,0
february,february,3.963,1.808,-0.10641574,27,0.00%,4.063,1.914,-0.089794712,16,0.00%,0,,,1.189,2.025,-0.871,37,2.449,Name,0,0,1,433.77,1334.67,900.9,1901.9,OneHanded,Neutral,Neutral,i,6,None,770,18,2,388,349,345,265,74,180,42,,D,93,1,0
feel,feel,5.655,1.317,0.774561078,29,0.00%,6.176,1.015,0.965807334,17,0.00%,0,,,3.63,2.025,0.401,27,4.5,Verb,0,0,0,500.5,967.63,467.13,1568.24,OneHanded,Body,TorsoTop,m,3,Circular,551,2,0,388,100,18,30,88,111,23,,C,1,2,0
few,few,4.429,1.2,0.087152444,28,0.00%,4.438,0.892,-0.00879109,16,0.00%,0,,,2.37,2.025,-0.22,27,4.187,Minor,0,0,0,400.4,800.8,400.4,1568.24,OneHanded,Neutral,Neutral,imrp,3,None,853,19,2,388,349,345,455,88,180,34,,C,67,2,0
fight,fight,4.417,1.349,-0.116974561,24,0.00%,4.231,0.927,-0.270771381,13,0.00%,0,,,4.333,1.948,0.813,30,4.011,Verb,0,0,0,500.5,800.8,300.3,1701.7,SymmetricalOrAlternating,Neutral,Neutral,imrp,7,Straight,725,48,7,332,349,345,455,82,177,72,,B,58,3,0
figure,figure,3.69,1.775,-0.342932802,29,0.00%,3.824,1.845,-0.344246106,17,0.00%,1,48.28%,35.29%,1.871,1.821,-0.836,31,3.82,Verb,0,0,0,400.4,900.9,500.5,1568.24,SymmetricalOrAlternating,Neutral,Neutral,im,1,BackAndForth,861,54,7,332,349,345,129,487,354,66,,C,16,1,0
film,film,4.44,1.828,-0.136812774,25,0.00%,4.643,1.823,-0.019722751,14,0.00%,1,40.00%,35.71%,2.355,1.821,-0.559,31,3.522,Verb,0,0,0,433.77,1034.37,600.6,1668.34,AsymmetricalDifferentHandshape,Hand,PalmBack,imrp,1,None,843,29,5,178,216,24,455,487,180,192,,B,37,1,0
finally,finally,5.222,1.423,0.629194728,27,0.00%,5.25,1.483,0.596418204,16,0.00%,0,,,2.243,2.025,-0.36,37,3.777,Adverb,0,0,0,567.23,1234.57,667.33,1735.07,SymmetricalOrAlternating,Head,Mouth,i,1,Circular,863,19,6,332,300,40,265,487,111,134,,D,12,1,0
find,find,5.28,1.37,0.384336935,25,0.00%,5.714,0.994,0.617751857,14,0.00%,0,,,1.8,1.948,-0.491,30,4.627,Verb,0,1,0,333.67,633.97,300.3,1701.7,OneHanded,Neutral,Neutral,i,6,Straight,774,17,0,388,349,345,265,74,177,42,,B,76,3,0
fine_1,fine,6.1,1.029,1.035918368,30,0.00%,6.389,0.778,1.106078982,18,0.00%,1,100.00%,100.00%,3,1.821,-0.187,31,4.484,Adjective,0,0,0,433.77,834.17,400.4,1401.4,OneHanded,Body,TorsoMid,thumb,1,BackAndForth,826,10,2,388,100,6,54,487,354,44,,C,43,1,0
fine_2,fine,6.185,1.111,1.132404672,27,0.00%,6.471,0.874,1.242591044,17,0.00%,1,96.30%,94.12%,3.452,1.821,0.058,31,4.484,Adjective,0,0,0,433.77,1468.14,1034.37,1868.54,OneHanded,Body,TorsoMid,thumb,1,BackAndForth,826,10,2,388,100,6,54,487,354,44,,D,67,2,0
fingerspell,fingerspell,5.32,1.651,0.367825878,25,0.00%,5.643,1.393,0.546500253,14,0.00%,0,,,1.846,2.016,-0.495,26,NA,Verb,0,0,0,734.07,1167.84,433.77,2135.47,OneHanded,Neutral,Neutral,imrp,3,Straight,857,10,3,388,349,345,455,88,177,34,,B,48,1,0
fingerspelling,fingerspelling,5.4,1.443,0.470052844,25,0.00%,5.714,1.204,0.61131826,14,0.00%,0,,,2.7,1.948,-0.054,30,NA,Noun,0,0,0,433.77,1167.84,734.07,1901.9,OneHanded,Neutral,Neutral,imrp,3,BackAndForth,878,18,3,388,349,345,455,88,354,34,,B,65,3,0
finish,finish,5.8,1.258,0.679095888,25,0.00%,6.214,1.188,0.917845898,14,0.00%,0,,,2.933,1.948,0.042,30,3.703,Verb,0,0,0,500.5,867.53,367.03,1701.7,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,None,874,84,12,332,349,345,455,487,180,192,,B,25,3,0
fire,fire,3.4,1.803,-0.745537619,25,0.00%,3.143,1.748,-0.858199299,14,0.00%,0,,,3.467,1.948,0.292,30,4.041,Noun,0,0,0,367.03,1001,633.97,1801.8,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,Circular,869,71,3,332,349,345,455,487,111,192,,B,90,3,0
fireman,fireman,2.913,1.649,-0.558768241,23,14.81%,2.8,1.989,-0.575114409,10,23.08%,0,,,2.067,2.074,-0.481,30,2.176,Noun,0,0,0,567.23,967.63,400.4,1201.2,OneHanded,Head,Forehead,imrp,1,BackAndForth,925,75,13,388,300,26,455,487,354,192,,A,39,2,0
first,first,5.767,1.223,0.820186984,30,0.00%,6,1.188,0.856931889,18,0.00%,1,73.33%,72.22%,4.867,1.821,0.736,30,4.632,Number,0,0,0,400.4,934.27,533.87,1801.8,OneHanded,Neutral,Neutral,i,1,None,877,48,5,388,349,345,265,487,180,134,,C,33,1,0
fish,fish,4.56,1.557,0.30531047,25,0.00%,4.733,1.387,0.417881925,15,0.00%,0,,,4.476,2.153,0.384,21,3.629,Noun,0,0,0,367.03,1067.73,700.7,1234.57,AsymmetricalSameHandshape,Hand,FingerTip,imrp,1,None,839,31,5,78,216,15,455,487,180,192,,A,40,3,0
fishing,fishing,3.185,1.469,-0.34815657,27,0.00%,3.077,1.605,-0.367218119,13,0.00%,0,,,6.1,2.074,1.465,30,3.081,Noun,0,0,0,400.4,1067.73,667.33,1267.94,Other,Neutral,Neutral,i,2,BackAndForth,717,10,8,17,349,345,265,76,180,39,,A,35,2,0
flag,flag,3.667,1.736,-0.6200254,24,0.00%,4.077,1.605,-0.331596161,13,0.00%,0,,,5.407,2.016,1.242,27,2.951,Noun,0,0,0,400.4,967.63,567.23,1701.7,AsymmetricalDifferentHandshape,Neutral,Neutral,imrp,1,BackAndForth,926,43,32,178,349,345,455,487,354,192,,B,36,1,0
flashlight,flashlight,2.92,1.656,-0.567929077,25,0.00%,2.733,1.438,-0.63197355,15,0.00%,0,,,2.571,2.153,-0.471,21,2.481,Noun,1,0,0,400.4,1368.04,967.63,2102.1,OneHanded,Head,Chin,m,6,None,569,5,1,388,300,63,30,74,180,5,,A,84,3,0
floor,floor,3.72,1.646,-0.266369258,25,3.70%,4.071,1.859,-0.051129866,14,6.25%,1,100.00%,100.00%,3.857,2.025,0.405,35,3.71,Noun,0,0,0,567.23,1368.04,800.8,2002,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,BackAndForth,908,118,32,332,349,345,455,487,354,192,,D,62,1,0
flower,flower,4.92,1.579,0.493664449,25,0.00%,4.667,1.543,0.396926883,15,0.00%,1,100.00%,100.00%,1.857,2.153,-0.772,21,3.065,Noun,0,0,0,367.03,967.63,600.6,1201.2,OneHanded,Head,CheekNose,imrp,4,Curved,772,17,2,388,300,45,455,52,125,30,,A,17,3,0
fly,fly,2.885,1.211,-0.696380321,26,0.00%,2.875,1.025,-0.699985356,16,0.00%,0,,,6.68,2.009,1.852,25,3.637,Verb,0,0,0,834.17,1534.87,700.7,2168.84,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,None,874,84,12,332,349,345,455,487,180,192,,D,70,3,0
football,football,5.37,1.418,0.837400707,27,0.00%,5.462,1.506,0.889500107,13,0.00%,0,,,1.767,2.074,-0.604,30,3.282,Noun,0,0,0,333.67,1134.47,800.8,1401.4,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,BackAndForth,908,118,32,332,349,345,455,487,354,192,,A,27,2,0
for,for,5.08,1.498,0.271301917,25,0.00%,5.357,1.499,0.412615865,14,0.00%,0,,,1.5,1.948,-0.644,30,5.546,Minor,0,0,0,567.23,934.27,367.03,1701.7,OneHanded,Head,Eye,i,1,Curved,807,57,4,388,300,61,265,487,125,134,,B,49,3,0
forbid,forbid,4.231,1.177,0.086836041,26,0.00%,4.25,0.683,0.04513362,16,0.00%,0,,,3.16,2.009,0.043,25,2.64,Verb,0,0,0,567.23,1267.94,700.7,1968.64,AsymmetricalDifferentHandshape,Hand,Palm,i,1,BackAndForth,797,53,6,178,216,91,265,487,354,134,,D,89,3,0
foreigner_1,foreigner,2.407,1.647,-1.12530634,27,10.00%,2.529,1.586,-1.146137071,17,5.56%,1,66.67%,70.59%,1.2,1.921,-0.842,30,2.179,Noun,1,0,0,467.13,1301.3,834.17,2268.94,OneHanded,Arm,ForearmUlnar,imrp,1,Circular,887,4,0,388,27,12,455,487,111,192,,C,77,1,0
foreigner_2,foreigner,2.933,1.437,-0.829437457,30,0.00%,3.389,1.461,-0.652996389,18,0.00%,1,86.67%,94.44%,1.083,2.075,-0.897,36,2.179,Noun,1,1,0,600.6,1401.4,800.8,2102.1,OneHanded,Arm,ForearmUlnar,i,6,Circular,611,2,0,388,27,12,265,74,111,42,,C,67,3,0
forever,forever,3.5,1.208,-0.367383644,26,0.00%,3.5,1.317,-0.390674064,16,0.00%,1,92.31%,93.75%,2.633,1.821,-0.351,30,3.656,Adverb,1,0,0,567.23,1735.07,1167.84,2335.67,OneHanded,Head,Eye,i,1,None,801,86,22,388,300,61,265,487,180,134,,D,72,3,0
forfeit,forfeit,3.8,1.642,-0.281258261,20,22.22%,3.308,1.601,-0.551348244,13,17.65%,1,30.00%,30.77%,1.633,2.166,-0.602,30,2.201,Verb,0,1,0,533.87,1634.97,1101.1,2335.67,OneHanded,Neutral,Neutral,i,6,Curved,768,14,2,388,349,345,265,74,125,42,,D,38,2,0
forgetful,forgetful,4.519,1.528,0.212088834,27,0.00%,4.647,1.579,0.234791466,17,0.00%,1,74.07%,76.47%,4.323,2.166,0.626,31,1.591,Adjective,0,0,0,667.33,1468.14,800.8,2068.74,OneHanded,Head,Forehead,imrp,1,BackAndForth,925,75,13,388,300,26,455,487,354,192,,D,17,2,0
four,four,5.333,1.539,0.587604481,30,0.00%,5.722,1.32,0.721899955,18,0.00%,0,,,6.9,1.921,2.121,30,4.116,Number,0,0,0,500.5,700.7,200.2,1568.24,OneHanded,Neutral,Neutral,imrp,1,None,923,44,12,388,349,345,455,487,180,192,,C,29,1,0
fox,fox,2.64,1.912,-0.686492661,25,0.00%,2.267,1.534,-0.853683915,15,0.00%,0,,,2.095,2.153,-0.676,21,3.043,Noun,0,1,0,433.77,1067.73,633.97,1267.94,OneHanded,Head,CheekNose,i,6,None,641,34,3,388,300,45,265,74,180,42,,A,41,3,0
france,france,3.111,1.625,-0.576199766,27,0.00%,2.824,1.286,-0.772292683,17,0.00%,0,,,1.452,2.166,-0.682,31,3.14,Name,0,1,0,533.87,1534.87,1001,2168.84,OneHanded,Neutral,Neutral,i,6,Circular,771,14,2,388,349,345,265,74,111,42,,D,78,2,0
fraud,fraud,2.526,1.577,-0.899658412,19,29.63%,2.545,1.572,-0.858972508,11,35.29%,0,,,1.233,2.166,-0.791,30,2.71,Noun,0,0,0,633.97,1234.57,600.6,1935.27,OneHanded,Body,Neck,i,1,BackAndForth,861,22,3,388,100,11,265,487,354,134,,D,70,2,0
freckles,freckles,2.667,1.494,-1.277933349,24,0.00%,2.462,1.561,-1.319297133,13,0.00%,0,,,3.519,2.016,0.297,27,2.009,Noun,0,0,0,633.97,1334.67,700.7,2235.57,SymmetricalOrAlternating,Head,CheekNose,imrp,5,BackAndForth,843,25,8,332,300,45,455,108,354,89,,B,83,1,0
freeway,freeway,3.84,1.675,-0.490947529,25,0.00%,3.429,1.453,-0.749695147,14,0.00%,0,,,1.667,1.948,-0.576,30,2.452,Noun,0,0,0,667.33,1234.57,567.23,2035.37,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,BackAndForth,908,118,32,332,349,345,455,487,354,192,,B,1,3,0
french,french,2.571,1.425,-1.035247538,28,0.00%,2.813,1.167,-0.968608534,16,0.00%,0,,,1.259,2.025,-0.734,27,3.55,Noun,0,1,0,467.13,700.7,233.57,1468.14,OneHanded,Neutral,Neutral,i,6,None,770,18,2,388,349,345,265,74,180,42,,C,22,2,0
frenchfries,frenchfries,4.645,1.817,0.32549344,31,0.00%,4.611,1.787,0.345203706,18,0.00%,0,,,2.139,2.048,-0.5,36,NA,Noun,0,1,0,567.23,1167.84,600.6,2168.84,OneHanded,Neutral,Neutral,i,6,Curved,768,14,2,388,349,345,265,74,125,42,,A,85,1,0
friday,friday,6.32,0.9,1.043999131,25,0.00%,6.286,1.139,0.984028389,14,0.00%,0,,,1.033,2.045,-0.832,30,3.386,Name,0,1,0,533.87,1067.73,533.87,1835.17,OneHanded,Neutral,Neutral,i,6,Circular,771,14,2,388,349,345,265,74,111,42,,B,20,2,0
friend,friend,6.462,0.905,1.323946876,26,0.00%,6.5,0.894,1.280631921,16,0.00%,0,,,2.25,2.009,-0.386,24,4.33,Noun,0,0,0,567.23,1501.5,934.27,2068.74,SymmetricalOrAlternating,Neutral,Neutral,i,5,Circular,702,8,0,332,349,345,265,108,111,11,,D,10,3,0
friendly,friendly,3.933,1.484,-0.208293782,30,0.00%,3.944,1.552,-0.312187784,18,0.00%,0,,,4.63,2.025,0.908,27,3.124,Adjective,0,0,0,633.97,1167.84,533.87,2202.2,SymmetricalOrAlternating,Head,Other,imrp,1,Straight,895,32,8,332,300,74,455,487,177,192,,C,31,2,0
frog,frog,2.731,1.779,-0.802065649,26,0.00%,2.563,1.896,-0.925194134,16,0.00%,0,,,2.25,2.009,-0.35,24,2.781,Noun,0,0,0,633.97,1434.77,800.8,2135.47,OneHanded,Head,UnderChin,im,7,BackAndForth,745,12,0,388,300,7,129,82,354,4,,D,59,3,0
from,from,4.889,1.601,0.421411777,27,0.00%,4.875,1.746,0.387458355,16,0.00%,0,,,2.6,2.025,-0.204,35,5.017,Minor,0,0,0,700.7,1634.97,934.27,2168.84,AsymmetricalDifferentHandshape,Hand,FingerRadial,i,2,Curved,545,11,1,178,216,33,265,76,125,39,,D,59,1,0
front,front,4.241,1.215,-0.079175233,29,3.33%,4.235,1.251,-0.167438171,17,5.56%,0,,,4.567,1.921,0.872,30,3.967,Minor,0,0,0,500.5,1134.47,633.97,1735.07,OneHanded,Head,Other,imrp,1,BackAndForth,925,75,13,388,300,74,455,487,354,192,,C,39,1,0
fruit,fruit,5.3,1.466,0.510034428,30,0.00%,5.5,1.654,0.509361421,18,0.00%,0,,,1.519,2.025,-0.612,27,3.04,Noun,0,1,0,500.5,934.27,433.77,1735.07,OneHanded,Head,CheekNose,i,6,None,641,34,3,388,300,63,265,74,180,42,,C,83,2,0
frustrate,frustrate,4.667,1.373,0.199631757,30,0.00%,4.722,1.274,0.108390092,18,0.00%,0,,,2.296,2.025,-0.26,27,1.176,Verb,0,0,0,467.13,867.53,400.4,1701.7,OneHanded,Head,Chin,imrp,1,BackAndForth,925,75,13,388,300,63,455,487,354,192,,C,50,2,0
full,full,5.852,1.199,0.937260174,27,0.00%,5.765,1.251,0.809477482,17,0.00%,0,,,2.667,2.166,-0.137,30,3.93,Adjective,0,0,0,567.23,1334.67,767.43,2035.37,AsymmetricalDifferentHandshape,Hand,FingerRadial,imrp,1,Straight,835,35,5,178,216,33,455,487,177,192,,D,48,2,0
furniture,furniture,3.261,1.789,-0.678053352,23,16.67%,3.308,2.057,-0.764370007,13,16.67%,0,,,1,2.025,-0.854,27,2.89,Noun,0,1,0,433.77,834.17,400.4,1434.77,OneHanded,Neutral,Neutral,i,6,BackAndForth,840,26,7,388,349,345,265,74,354,42,,C,59,2,0
future,future,4.9,1.583,0.307494914,30,0.00%,5.111,1.605,0.338891963,18,0.00%,0,,,2.833,2.075,-0.078,36,3.72,Noun,0,0,0,567.23,1134.47,567.23,1968.64,OneHanded,Neutral,Neutral,imrp,1,Curved,920,32,9,388,349,345,455,487,125,192,,C,80,3,0
gallaudet,gallaudet,4.2,2.121,-0.23971438,25,0.00%,4.143,1.956,-0.311100424,14,0.00%,0,,,1.067,2.045,-0.817,30,NA,Name,0,0,0,433.77,900.9,467.13,1801.8,OneHanded,Head,Eye,i,3,BackAndForth,780,30,2,388,300,61,265,88,354,17,,B,10,2,0
game,game,5.833,1.117,0.870504083,30,0.00%,6,1.029,0.860720459,18,0.00%,1,100.00%,100.00%,1.583,2.075,-0.653,36,4.077,Noun,0,0,0,433.77,900.9,467.13,1735.07,SymmetricalOrAlternating,Neutral,Neutral,thumb,1,BackAndForth,834,50,4,332,349,345,54,487,354,44,,C,47,3,0
garage,garage,4.28,1.429,0.143423232,25,0.00%,3.933,1.335,0.003543028,15,0.00%,0,,,2,2.153,-0.743,21,3.143,Noun,0,0,0,433.77,1001,567.23,1201.2,AsymmetricalDifferentHandshape,Neutral,Neutral,im,1,BackAndForth,869,18,7,178,349,345,129,487,354,66,,A,22,3,0
gas,gas,6.08,1.187,1.098039578,25,0.00%,6.4,0.737,1.294174463,15,0.00%,0,,,3.857,2.153,0.12,21,3.539,Noun,0,0,0,300.3,1101.1,800.8,1267.94,AsymmetricalDifferentHandshape,Hand,FingerRadial,thumb,1,BackAndForth,754,28,0,178,216,33,54,487,354,44,,A,90,3,0
gay,gay,4.692,1.644,0.332234986,26,0.00%,5,1.414,0.47060618,16,0.00%,0,,,1.25,2.009,-0.85,24,3.479,Adjective,0,1,0,734.07,1501.5,767.43,2068.74,OneHanded,Head,Chin,i,4,BackAndForth,763,29,4,388,300,63,265,52,354,16,,D,11,3,0
germany,germany,2.926,1.639,-0.706461998,27,0.00%,3.059,1.478,-0.666819467,17,0.00%,0,,,1.033,2.166,-0.879,30,2.845,Name,0,0,0,567.23,1267.94,700.7,1868.54,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,None,874,84,12,332,349,345,455,487,180,192,,D,88,2,0
get,get,5.76,1.052,0.687766907,25,0.00%,5.929,0.917,0.755076123,14,0.00%,0,,,4.533,1.948,0.838,30,5.369,Verb,0,0,0,400.4,867.53,467.13,1501.5,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,Straight,733,51,5,332,349,345,455,108,177,89,,B,7,3,0
giraffe,giraffe,2.636,1.432,-0.748940691,22,12.00%,2.538,1.613,-0.727395361,13,13.33%,0,,,4.762,2.153,0.586,21,1.887,Noun,0,0,0,467.13,1034.37,567.23,1201.2,AsymmetricalSameHandshape,Body,Neck,imrp,5,Straight,627,5,4,78,100,11,455,108,177,89,,A,49,3,0
girl,girl,4.552,1.639,0.12642693,29,3.33%,4.765,1.751,0.107251817,17,5.56%,0,,,1.528,2.075,-0.688,36,4.454,Noun,0,0,0,500.5,800.8,300.3,1634.97,OneHanded,Head,CheekNose,thumb,1,Curved,758,20,2,388,300,45,54,487,125,44,,C,73,3,0
glasses,glasses,3.75,2.069,-0.555237471,24,0.00%,4.385,1.938,-0.199455327,13,0.00%,0,,,5.2,1.948,1.19,30,3.228,Noun,0,0,0,567.23,1001,433.77,1835.17,SymmetricalOrAlternating,Head,Eye,i,3,BackAndForth,830,10,2,332,300,61,265,88,354,17,,B,36,3,0
glove,glove,3.846,1.347,-0.010197951,26,0.00%,3.667,1.303,-0.113369036,12,0.00%,0,,,6.367,2.074,1.586,30,2.713,Noun,0,0,0,333.67,1368.04,1034.37,1568.24,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,BackAndForth,908,118,32,332,349,345,455,487,354,192,,A,87,2,0
gloves,gloves,2.885,1.479,-0.520601873,26,3.70%,2.833,1.586,-0.510206681,12,7.69%,0,,,6.267,2.074,1.525,30,2.919,Noun,0,0,0,233.57,1735.07,1501.5,1768.44,AsymmetricalSameHandshape,Hand,FingerBack,imrp,1,BackAndForth,883,49,18,78,216,21,455,487,354,192,,A,26,2,0
glow,glow,2.696,1.521,-0.784145665,23,11.54%,2.857,1.46,-0.692123026,14,12.50%,1,34.78%,42.86%,2.76,2.009,-0.14,25,2.468,Noun,0,0,0,734.07,1468.14,734.07,2435.77,SymmetricalOrAlternating,Head,Eye,m,3,BackAndForth,759,5,1,332,300,61,30,88,354,23,,D,93,3,0
go,go,6.033,1.129,0.971520047,30,0.00%,6.111,1.132,0.920710783,18,0.00%,0,,,5.583,2.075,1.266,36,5.287,Verb,0,0,0,333.67,767.43,433.77,2068.74,SymmetricalOrAlternating,Neutral,Neutral,i,1,Curved,839,32,4,332,349,345,265,487,125,134,,C,56,3,0
goat,goat,2.037,1.018,-1.002402154,27,0.00%,1.769,1.013,-1.099297946,13,0.00%,0,,,3.2,2.074,0.077,30,2.731,Noun,0,0,0,300.3,1034.37,734.07,1267.94,OneHanded,Head,Chin,im,2,Other,581,6,0,388,300,63,129,76,46,19,,A,24,2,0
god,god,4.519,2.242,0.204689512,27,0.00%,4.706,2.285,0.261541771,17,0.00%,0,,,2.448,2.166,-0.234,29,4.663,Name,0,0,0,700.7,1234.57,533.87,1801.8,OneHanded,Neutral,Neutral,imrp,1,Curved,920,32,9,388,349,345,455,487,125,192,,D,68,2,0
gold,gold,3.231,1.681,-0.557708129,26,0.00%,3.313,1.662,-0.55386802,16,0.00%,1,96.15%,100.00%,1.032,2.166,-0.878,31,3.605,Noun,1,0,0,633.97,1267.94,633.97,1835.17,OneHanded,Head,Eye,i,1,None,801,86,22,388,300,61,265,487,180,134,,D,9,2,0
golf,golf,3.333,1.776,-0.274502454,27,0.00%,3.077,1.498,-0.393860975,13,0.00%,0,,,5.567,2.074,1.149,30,3.115,Noun,0,0,0,300.3,1101.1,800.8,1267.94,Other,Neutral,Neutral,i,2,Curved,624,1,0,17,349,345,265,76,125,39,,A,17,2,0
good,good,6.44,0.961,1.090871296,25,0.00%,6.5,0.76,1.08705942,14,0.00%,0,,,1.63,2.016,-0.594,27,5.124,Adjective,0,0,0,467.13,834.17,367.03,1501.5,OneHanded,Head,Chin,imrp,1,Straight,897,64,8,388,300,63,455,487,177,192,,B,52,1,0
